Need State,Category,Sub Category,Segment,Sub Segment,Manufacturer New,Actual_Month,$,Units
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-04-2018,1704544,242722
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-05-2018,1687312,243882
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-06-2018,1864474,268901
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-07-2018,1676278,251638
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-08-2018,1521026,220440
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-09-2018,1757709,252062
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-10-2018,1414334,203096
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-11-2018,1482498,213055
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-12-2018,1793397,269643
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-01-2019,1385749,206744
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-02-2019,1533572,229158
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-03-2019,2152706,312875
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-04-2019,1540529,221226
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-05-2019,1563500,226292
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-06-2019,1732436,246530
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-07-2019,1436590,214916
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-08-2019,1334223,207598
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-09-2019,1516017,218678
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,HL,01-10-2019,1200074,172474
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-11-2016,2658183,442053
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-12-2016,14078938,2350097
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-01-2017,10476200,1732543
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-02-2017,11514895,1934490
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-03-2017,18704118,3219168
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-04-2017,12482067,2211844
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-05-2017,10715540,1940768
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-06-2017,12719226,2316248
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-07-2017,10139607,1863857
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-08-2017,10136350,1882107
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-09-2017,12040047,2163958
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-10-2017,9706947,1737089
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-11-2017,12521732,2276528
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-12-2017,14099349,2454200
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-01-2018,11322561,1861064
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-02-2018,11011534,1869400
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-03-2018,16314796,2880017
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-04-2018,11555464,2001251
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-05-2018,10247071,1804438
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-06-2018,12016623,2203182
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-07-2018,8724699,1695734
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-08-2018,10120802,1807277
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-09-2018,12798940,2293007
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-10-2018,10610422,1841735
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-11-2018,11206032,1930726
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-12-2018,13321944,2243368
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-01-2019,10202226,1646842
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-02-2019,10610484,1734940
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-03-2019,14867343,2430670
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-04-2019,10796974,1764818
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-05-2019,9668559,1559243
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-06-2019,11661586,1887252
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-07-2019,9174186,1583944
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-08-2019,9347710,1693926
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-09-2019,11210038,1993583
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY MILK/LOTIONS,JPC,01-10-2019,9064915,1591826
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-11-2016,59674,14392
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-12-2016,321672,73658
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-01-2017,264687,61580
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-02-2017,257148,62598
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-03-2017,365956,85152
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-04-2017,268672,64323
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-05-2017,272775,68214
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-06-2017,378004,99528
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-07-2017,269161,73914
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-08-2017,214095,58810
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-09-2017,225042,59426
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-10-2017,186009,45950
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-11-2017,176791,43438
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-12-2017,248990,58977
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-01-2018,203482,48563
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-02-2018,200550,49958
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-03-2018,275188,66214
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-04-2018,221774,51249
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-05-2018,223714,54173
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-06-2018,285627,72201
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-07-2018,189574,48960
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-08-2018,136928,34065
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-09-2018,156271,37698
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-10-2018,119406,28894
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-11-2018,122974,27306
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-12-2018,164884,35956
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-01-2019,132530,29455
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-02-2019,133361,28270
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-03-2019,163547,34870
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-04-2019,116615,28857
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-05-2019,109151,29775
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-06-2019,130865,33375
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-07-2019,108767,28806
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-08-2019,119755,31660
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-09-2019,142148,39335
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,All Other,01-10-2019,121811,36927
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-11-2016,625095,253238
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-12-2016,3487452,1405446
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-01-2017,2841357,1138112
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-02-2017,2976187,1207166
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-03-2017,3806486,1557376
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-04-2017,2906714,1182002
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-05-2017,2997749,1205793
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-06-2017,4006165,1615118
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-07-2017,3117830,1245001
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-08-2017,2855606,1136266
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-09-2017,3376379,1335890
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-10-2017,2616626,1052130
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-11-2017,2637401,1048212
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-12-2017,3362134,1337302
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-01-2018,2993966,1179488
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-02-2018,2932124,1172862
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-03-2018,3838250,1552740
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-04-2018,2897787,1164530
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-05-2018,3044162,1213465
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-06-2018,3858392,1541034
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-07-2018,3061382,1218776
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-08-2018,2773329,1103822
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-09-2018,3149449,1247504
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-10-2018,2482593,983442
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-11-2018,2534322,997366
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-12-2018,3220417,1265946
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-01-2019,2662282,1045202
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-02-2019,2542612,1008633
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-03-2019,3419591,1362743
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-04-2019,2657093,1045877
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-05-2019,2735114,1072889
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-06-2019,3633093,1431946
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-07-2019,2861032,1127330
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-08-2019,2636445,1035884
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-09-2019,3154612,1232475
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,CL,01-10-2019,2472842,966550
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-11-2016,1036586,262382
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-12-2016,5614692,1423460
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-01-2017,4459583,1126785
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-02-2017,4759718,1207112
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-03-2017,6867198,1721238
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-04-2017,5055953,1297529
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-05-2017,4690670,1227153
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-06-2017,5856506,1544186
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-07-2017,4638446,1209258
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-08-2017,4467240,1146610
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-09-2017,5040188,1281554
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-10-2017,4117254,1039282
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-11-2017,4932559,1224355
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-12-2017,5638785,1393233
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-01-2018,4884473,1184532
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-02-2018,4873695,1215194
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-03-2018,6386222,1626953
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-04-2018,4806347,1219865
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-05-2018,5029094,1285857
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-06-2018,6120252,1573617
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-07-2018,4666550,1213302
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-08-2018,4826425,1265794
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-09-2018,5622505,1484144
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-10-2018,4214735,1106109
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-11-2018,4463579,1228386
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-12-2018,5472109,1408838
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-01-2019,4325656,1100319
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-02-2019,4833717,1237970
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-03-2019,6627180,1731042
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-04-2019,5025998,1327126
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-05-2019,5171902,1379499
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-06-2019,7669590,2002995
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-07-2019,5853950,1517635
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-08-2019,5092289,1311700
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-09-2019,5688422,1443383
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY BODY CARE,BABY OIL,JPC,01-10-2019,4249117,1071970
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-11-2016,1490655,233218
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-12-2016,8747110,1447449
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-01-2017,6485461,1048308
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-02-2017,6643527,1036113
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-03-2017,8554223,1307009
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-04-2017,6812104,1014079
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-05-2017,6765306,1004690
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-06-2017,8646846,1250738
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-07-2017,6879487,1007284
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-08-2017,6878542,1024573
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-09-2017,8315004,1207290
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-10-2017,6538668,929390
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-11-2017,6352605,915748
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-12-2017,8120695,1186530
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-01-2018,6401860,901666
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-02-2018,6896733,989334
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-03-2018,9342670,1339658
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-04-2018,7150490,1027659
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-05-2018,7321648,1048714
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-06-2018,9358033,1303629
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-07-2018,7953810,1161773
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-08-2018,7515859,1102034
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-09-2018,8734614,1300447
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-10-2018,6836114,1012787
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-11-2018,6547766,962042
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-12-2018,8374245,1200633
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-01-2019,6257100,912115
BABY CARE,BABY & KIDS TOILETRIES,BABY TOILETRIES,BABY CLEANSERS,BABY CLEANSERS LIQUIDS,All Other,01-02-2019,6256581,919364
